Office Type,Regional Office/ Division Office,Asset Classification,Asset Sub Class,UACS Object Code,Asset Item,Manufacturer,Model,Serial Number,Specification,Property Number,Unit of Measure,Current Condition,Source of Fund,Cost of Acquisition,Date of Acquisition,Estimated Total Life Years,Name of Accountable Officer,Asset Location,Service Center,Room Number,Remarks
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Dell,Dell Vostro 3902,,"Intel Core i3 4160, 4 Gb RAM",15-0058934,pc,Operational and in good condition,SEF,"26,000.00",12/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Communication Equipment,1060507000,Network Radio Set,,,,,15-0059282,pc,Operational and in good condition,SEF,"49,500.00",1/18/2016,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Communication Equipment,1060507000,1 Set Indoor/Outdoor 5 GHz Mimo Airmax,,,,cable and connectors,15-0059283,pc,Operational and in good condition,SEF,"23,000.00",1/18/2016,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Communication Equipment,1060507000,Wireless Router,,,,,15-0059284,pc,Operational and in good condition,SEF,"18,358.00",1/18/2016,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,USB Digital Microscope,,,,,16-0061873,pc,Operational and in good condition,SEF,"16,140.00",10/19/2016,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,USB Digital Microscope,,,,,16-0061874,pc,Operational and in good condition,SEF,"16,140.00",10/19/2016,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,USB Digital Microscope,,,,,16-0061875,pc,Operational and in good condition,SEF,"16,140.00",10/19/2016,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,USB Digital Microscope,,,,,17-0061873,pc,Operational and in good condition,SEF,"16,140.00",10/19/2016,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,USB Digital Microscope,,,,,17-0061874,pc,Operational and in good condition,SEF,"16,140.00",10/19/2016,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,USB Digital Microscope,,,,,17-0061875,pc,Operational and in good condition,SEF,"16,140.00",10/19/2016,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,USB Digital Microscope,,,,,17-0061876,pc,Operational and in good condition,SEF,"16,140.00",10/19/2016,5,Janet S. Amurao,,,,
