Office Type,Regional Office/ Division Office,Asset Classification,Asset Sub Class,UACS Object Code,Asset Item,Manufacturer,Model,Serial Number,Specification,Property Number,Unit of Measure,Current Condition,Source of Fund,Cost of Acquisition,Date of Acquisition,Estimated Total Life Years,Name of Accountable Officer,Asset Location,Service Center,Room Number,Remarks
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3JVH8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 46",CISSL-ICT-2016-039,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3G5G8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 47",CISSL-ICT-2016-040,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3KTH8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 48",CISSL-ICT-2016-041,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3G7M8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 49",CISSL-ICT-2016-042,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3VSH8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 50",CISSL-ICT-2016-043,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3XZM8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 51",CISSL-ICT-2016-044,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3K1M8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 52",CISSL-ICT-2016-045,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3YYC8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 53",CISSL-ICT-2016-046,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3Z6L8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 54",CISSL-ICT-2016-047,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3J7F8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 55",CISSL-ICT-2016-048,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3YFD852,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 56",CISSL-ICT-2016-049,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3S6J8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 57",CISSL-ICT-2016-050,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3RXH8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 58",CISSL-ICT-2016-051,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3G6K8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 59",CISSL-ICT-2016-052,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,5V5D8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 60",CISSL-ICT-2016-053,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
